id_campagne,nom,budget,date_debut,statut,canal,pays_cible,date_fin,responsable
CAMP_004269,"Twitter_Awareness_Q1_4622","812EUR",04-08-2022,"Inactif","Video","BELGIQUE",2024/05/08,"amira faure"
CAMP_004270,"Google_Lancement_Ete_4623","32928",2020-06-08,"termine","mail","allemagne",,"INCONNU"
CAMP_004271,"YouTube_Fidelite_Hiver_4624","22453",12-06-2023,"N/A","Display","Italie",01/17/2020,"Sophie Martin "
CAMP_004272,"YouTube_Soldes_Noel_4625","24012",2024-10-07,"termine","social_media","FRANCE",2024/11/12,"karim.leroux"
CAMP_004273,"Affiliation_Acquisition_Noel_4626","49971 $",2021/09/23,"","SOCIAL","BE",jan 2021,"Amira Faure"
CAMP_004274,"Instagram_Promo_BlackFriday_4627","1451",avr 2023,"en_cours","video","Fr",2021/02/11," Sophie Martin"
CAMP_004275,"YouTube_Awareness_Ete_4628","3186EUR",15-04-2023,"N/A","EMAIL","france",2020/12/23,""
CAMP_004276,"Email_Promo_BlackFriday_4629","43422",26-04-2021,"aCTIF","Social","CH",01-02-2024,"Amira Faure"
CAMP_004277,"TikTok_Promo_Hiver_4630","15724 EUR",20.03.2024,"PAUSE","video","ESPAGNE",06.06.2020,"N/A"
CAMP_004278,"Twitter_Fidelite_Q4_4631","5066 EUR",2023/04/10,"TERMINE","Display","france",06-07-2021,"amira faure"
CAMP_004279,"Twitter_Retargeting_Q1_4632","47121EUR",21-11-2020,"DRAFT","seo","fr",2023/07/21,"Sophie Martin "
CAMP_004280,"Twitter_Conversion_Automne_4633","34765",07-07-2024,"En cours","video","FRANCE",2024/09/15,"n/a"
CAMP_004281,"Google_Awareness_Q1_4634","32420",01/24/2023,"En_Cours","SEO","",12/22/2020," Sophie Martin"
CAMP_004139,"Instagram_Lancement_Q1_4635","1044",06/10/2021,"aCTIF","search","France",2024/12/02,""
CAMP_004282,"TikTok_Lancement_Hiver_4636","40628",05/20/2020,"ACTIF","Social","Suisse",,"Karim Leroux"
CAMP_004216,"SEO_Soldes_Printemps_4637","4892",2023/12/14,"ACTIF","DISPLAY","ESPAGNE",2021/09/11,""
CAMP_004283,"TikTok_Fidelite_Ete_4638","47104",25-10-2020,"draft","EMAIL","BELGIQUE",14.06.2022," jean dupont "
CAMP_004284,"Google_Brand_Automne_4639","non defini",,"inactif","search","BE",24-06-2021,"sophie martin"
CAMP_004236,"YouTube_Soldes_Q4_4640","5903",2024-03-20,"Pause","EMAIL","IT",2021/12/22,"Karim Leroux"
CAMP_004285,"Facebook_Fidelite_Ete_4641","10824",2022/10/16,"PAUSE","Search","SUISSE",2021-03-13,""
CAMP_004286,"Twitter_Promo_Printemps_4642","",28-01-2021,"Draft","SEO","SUISSE",26.09.2020,"SOPHIE MARTIN"
CAMP_003952,"Facebook_Retargeting_Q4_4643","6.542EUR",fev 2024,"en_cours","N/A","IT",12-04-2023,""
CAMP_004287,"Twitter_Soldes_Noel_4644","14645",14.05.2024,"actif","SEARCH","BELGIQUE",28-10-2021,"SOPHIE MARTIN"
CAMP_004288,"SEO_Awareness_Q1_4645","27131 EUR",2021/08/04,"En_Cours","Affiliation","de",02-03-2024,"N/A"
CAMP_004289,"Twitter_Acquisition_Q2_4646","41402",04-07-2024,"actif","affiliation","IT",,"Amira Faure"
CAMP_004290,"Affiliation_Soldes_Ete_4647","N/A",01/13/2024,"aCTIF","video","",sep 2021,""
CAMP_004291,"YouTube_Acquisition_Automne_4648","13429",23.12.2020,"actif","email","UK",," jean dupont "
CAMP_004292,"SEO_Brand_Hiver_4649","49341 $",02-12-2022,"termine","seo","",13.02.2024," Sophie Martin"
CAMP_004293,"LinkedIn_Brand_Q4_4650","46501",2022-11-21,"terminé","Mail","",16-04-2023,"N/A"
CAMP_004294,"TikTok_Lancement_Automne_4651","",01-06-2020,"INactif","SEO","BELGIQUE",avr 2024,""
CAMP_004295,"Affiliation_Awareness_Hiver_4652","24280 $",2024/06/08,"Draft","social_media","ES",2021/09/04,"Amira Faure"
CAMP_004296,"Twitter_Fidelite_Automne_4653","8648,00 EUR",07/13/2023,"Inactif","Display","",02.02.2023,"N/A"
CAMP_004297,"TikTok_Acquisition_Noel_4654","38460",12.04.2020,"termine","email","france",02-11-2022,"Amira Faure"
CAMP_004298,"Facebook_Lancement_Hiver_4655","non defini",2022/09/25,"ACTIF","social","IT",2020/07/28,"Inconnu"
CAMP_004299,"Instagram_Conversion_Printemps_4656","35708 EUR",2024-06-05,"N/A","VIDEO","GB",2021-04-01,"JEAN DUPONT"
CAMP_004300,"Instagram_Lancement_Q3_4657","6.576EUR",27-07-2023,"Draft","Social Media","FRANCE",jan 2022,"KARIM LEROUX"
CAMP_004301,"YouTube_Conversion_Automne_4658","35302",2020-01-14,"draft","affiliation","Belgique",01/01/2020," Sophie Martin"
CAMP_004302,"Instagram_Brand_Hiver_4659","39805",2023/02/23,"termine","Search","Allemagne",2020/03/14,"KARIM LEROUX"
CAMP_004303,"Email_Brand_Printemps_4660","7411",2024/05/05,"aCTIF","","belgique",25-05-2024,"Sophie Martin"
CAMP_004304,"Facebook_Awareness_Q2_4661","31516",nov 2023,"En_Cours","SEO","France",2024/12/01,"N/A"
CAMP_004305,"Affiliation_Promo_Q4_4662","2939",mar 2024,"terminé","Affiliation","GB",2024-11-02," Sophie Martin"
CAMP_004306,"Google_Lancement_Q3_4663","8.591EUR",2021/03/06,"N/A","social_media","BE",2024-08-21," jean dupont "
CAMP_004307,"TikTok_Awareness_Q4_4664","non defini",19-02-2023,"PAUSE","e-mail","ESPAGNE",2024/10/14,"Sophie Martin "
CAMP_004308,"Affiliation_Promo_BlackFriday_4665","36955",09.06.2024,"inactif","email","SUISSE",19.07.2020,"AMIRA FAURE"
CAMP_004309,"Instagram_Fidelite_Printemps_4666","17364",24-06-2022,"EN_COURS","SEO","GB",12-01-2024,"KARIM LEROUX"
CAMP_004310,"TikTok_Soldes_Q4_4667","2437",,"Terminé","Mail","CH",03.05.2023,""
CAMP_004311,"LinkedIn_Acquisition_Hiver_4668","17301",2022-05-25,"","EMAIL","Etats-Unis",10-11-2020,"Amira Faure"
CAMP_004312,"Instagram_Fidelite_Hiver_4669","45823 $",04-04-2022,"TERMINE","","FR",,"inconnu"
CAMP_004313,"SEO_Soldes_Q1_4670","46116 EUR",2020/01/09,"INACTIF","mail","SUISSE",2023/07/13,"Amira Faure"
CAMP_004314,"Instagram_Conversion_Q2_4671","49949",2021/08/01,"PAUSE","mail","ES",2023-06-24,"sophie martin"
CAMP_004315,"Email_Conversion_Printemps_4672","27374EUR",2022/07/23,"TERMINE","","belgique",04-02-2022,"SOPHIE MARTIN"
CAMP_004316,"Instagram_Retargeting_Printemps_4673","non defini",fev 2021,"En_Cours","","Fr",,"N/A"
CAMP_004317,"Google_Soldes_Q1_4674","3270",2022-07-22,"En_Cours","display","belgique",,"N/A"
CAMP_004318,"SEO_Fidelite_Q1_4675","46433",06-09-2022,"En_Cours","Search","France",oct 2024,"sophie martin"
CAMP_004319,"Facebook_Soldes_Q4_4676","19513",,"Draft","Display","france",24.10.2024,"N/A"
CAMP_004320,"SEO_Conversion_Q2_4677","5227 $",28-11-2022,"pause","SEARCH","Belgique",2020-11-10,"JEAN DUPONT"
CAMP_004321,"LinkedIn_Retargeting_Q3_4678","17152 $",12.01.2021,"Draft","Display","ES",12/20/2022," Sophie Martin"
CAMP_004322,"YouTube_Promo_Printemps_4679","43124 $",24-03-2023,"actif","display","Etats-Unis",aou 2023,"Jean Dupont"
CAMP_004323,"Instagram_Retargeting_BlackFriday_4680","5175",25-09-2022,"Inactif","mail","Royaume-Uni",,""
CAMP_004324,"Twitter_Lancement_BlackFriday_4681","48423",17.03.2020,"Actif","Affiliation","",2020/07/04,"JEAN DUPONT"
CAMP_004325,"Google_Promo_Q1_4682","30183EUR",2023/02/11,"TERMINE","Social"," FR ",27-07-2024,"Sophie Martin "
CAMP_004326,"Facebook_Brand_Ete_4683","36039",2022/09/01,"en_cours","","Belgique",,"Jean Dupont"
CAMP_004327,"SEO_Soldes_Q4_4684","28712 $",14.06.2022,"DRAFT","display","USA",avr 2020,"Inconnu"
CAMP_004328,"LinkedIn_Retargeting_Automne_4685","15538,00 EUR",02-09-2023,"En_Cours","mail","italie",2022/11/27," jean dupont "
CAMP_004329,"LinkedIn_Acquisition_Q1_4686","10003",16-05-2023,"INactif","SEARCH","FRANCE",13.04.2022,"karim.leroux"
CAMP_004330,"Twitter_Awareness_Hiver_4687","24741 $",27-11-2022,"N/A","VIDEO","ESPAGNE",06-05-2022,"Amira Faure"
CAMP_004331,"LinkedIn_Brand_Ete_4688","38646,00 EUR",2022/02/18,"INactif","EMAIL","France",,"amira faure"
CAMP_004332,"Google_Awareness_Q1_4689","1371",23-09-2023,"inactif","","Belgique",,"Sophie Martin"
CAMP_004333,"Email_Lancement_Automne_4690","588",,"TERMINE","SOCIAL","Espagne",2024/09/11,"SOPHIE MARTIN"
CAMP_004334,"LinkedIn_Lancement_Hiver_4691","36736",avr 2021,"draft","mail","US",02-09-2024,"Inconnu"
CAMP_004335,"SEO_Awareness_BlackFriday_4692","33228EUR",04/06/2021,"ACTIF","e-mail","GB",,"sophie martin"
CAMP_004336,"Google_Promo_Ete_4693","49104",,"Draft","social","Etats-Unis",2023/08/18,"JEAN DUPONT"
CAMP_004337,"LinkedIn_Acquisition_Noel_4694","TBD",2023/07/14,"Pause","display","ES",10/20/2023,"Sophie Martin"
CAMP_004338,"Facebook_Lancement_Noel_4695","37029",28-09-2024,"Terminé","Email","France",2023-08-05,"amira faure"
CAMP_003985,"Twitter_Conversion_Ete_4696","9264",jan 2020,"INactif","seo","de",,"karim.leroux"
CAMP_004339,"Affiliation_Lancement_Q4_4697","19942",dec 2024,"N/A","","Fr",2024/08/25,"Jean Dupont"
CAMP_004340,"SEO_Acquisition_Printemps_4698","31849",05.12.2021,"actif","Search","ES",2024-06-11,"Amira Faure"
CAMP_004341,"SEO_Conversion_Printemps_4699","40201",2021-06-21,"aCTIF","display","GB",2020/07/21,"karim.leroux"
CAMP_004342,"TikTok_Brand_Printemps_4700","15352",2024/05/24,"Inactif","Social Media"," FR ",11-12-2022,"INCONNU"
CAMP_004343,"SEO_Fidelite_Q1_4701","758",28.05.2024,"actif","","FRANCE",05/26/2022,"SOPHIE MARTIN"
CAMP_004344,"YouTube_Conversion_Printemps_4702","7.985EUR",10/22/2023,"Terminé","affiliation","ESPAGNE",02/17/2023,"Karim Leroux"
CAMP_004345,"Facebook_Brand_Q4_4703","15167",,"termine","","de",04-10-2020,"inconnu"
CAMP_003913,"Affiliation_Soldes_BlackFriday_4704","49984",11-11-2020,"En_Cours","VIDEO","allemagne",23-01-2021,"Jean Dupont"
CAMP_004346,"TikTok_Lancement_Ete_4705","11036",02-12-2020,"DRAFT","SOCIAL","BELGIQUE",2020-02-10,"inconnu"
CAMP_004347,"Twitter_Brand_Q2_4706","34974,00 EUR",2022/05/26,"Terminé","affiliation","BE",24-08-2022,"karim.leroux"
CAMP_004348,"Instagram_Lancement_Q3_4707","12661",2021-03-17,"Terminé","social_media","Etats-Unis",09.03.2020,""
CAMP_004349,"Facebook_Retargeting_Hiver_4708","21129",2022-10-09,"DRAFT","Affiliation","FRANCE",19-04-2020,"amira faure"
CAMP_004350,"LinkedIn_Lancement_Q1_4709","11797",28-12-2023,"Pause","video","Belgique",2023/04/15,"KARIM LEROUX"
CAMP_004351,"TikTok_Conversion_Noel_4710","29212",oct 2022,"PAUSE","Affiliation","FRANCE",10.01.2021,""
CAMP_004352,"YouTube_Conversion_Printemps_4711","N/A",17-08-2021,"pause","Social","",oct 2021,"INCONNU"
CAMP_004353,"Instagram_Awareness_Q3_4712","26948",13-11-2022,"actif","SOCIAL","SUISSE",2020-11-10,"Karim Leroux"
CAMP_004354,"Email_Lancement_Q2_4713","47525",10/05/2022,"TERMINE","social_media","UK",,"INCONNU"
CAMP_004355,"Affiliation_Promo_Q4_4714","9818",01-01-2024,"En cours","VIDEO","Espagne",12/04/2024,"n/a"
CAMP_004356,"Google_Awareness_Q1_4715","11992",,"ACTIF","mail","FR",28-12-2024,"n/a"
CAMP_004357,"Google_Acquisition_Noel_4716","25585",sep 2024,"Actif","video","Italie",,"karim.leroux"
CAMP_004358,"Email_Promo_Printemps_4717","49682",28.09.2023,"PAUSE","N/A","BELGIQUE",2020/10/02,"Amira Faure"
CAMP_004359,"SEO_Lancement_Printemps_4718","20096",12-06-2023,"inactif","Search","France",04/01/2020,"inconnu"
CAMP_004360,"Facebook_Fidelite_Q4_4719","31980",2022/07/12,"terminé","Mail","IT",01.03.2020,"AMIRA FAURE"
CAMP_004361,"Affiliation_Conversion_BlackFriday_4720","18808",21-11-2020,"actif","display","Italie",23-04-2024," Sophie Martin"
CAMP_004362,"TikTok_Acquisition_Hiver_4721","28374",,"termine","Video","SUISSE",07-05-2023," jean dupont "
CAMP_004363,"SEO_Awareness_Q3_4722","32792,00 EUR",05/01/2023,"Inactif","SEARCH","France",05-09-2022,"Sophie Martin "
CAMP_004364,"Twitter_Acquisition_Q2_4723","25216",2023-05-19,"","VIDEO","UK",14-10-2021,"INCONNU"
CAMP_004365,"Twitter_Lancement_Hiver_4724","TBD",04-03-2022,"terminé","DISPLAY","CH",2020/09/01,"INCONNU"
CAMP_004366,"Google_Soldes_Noel_4725","10360 EUR",10/05/2022,"Pause","VIDEO","US",09.06.2022,"Sophie Martin "
CAMP_004367,"Affiliation_Promo_Noel_4726","415",16.06.2022,"Draft","N/A","de",,"JEAN DUPONT"
CAMP_004368,"TikTok_Promo_Q4_4727","5225",2024-06-09,"Actif","Social","USA",2022/08/05,"KARIM LEROUX"
CAMP_004369,"Instagram_Awareness_Printemps_4728","7093",jun 2022,"pause",""," FR ",11-01-2023,"KARIM LEROUX"
CAMP_004370,"Facebook_Acquisition_Printemps_4729","43648",26-04-2022,"DRAFT","video","Belgique",28-05-2022," Sophie Martin"
CAMP_004371,"TikTok_Conversion_Printemps_4730","",2022/12/01,"N/A","social","ESPAGNE",2022/06/05,"Amira Faure"
CAMP_004372,"Email_Promo_Automne_4731","7269EUR",2020/06/22,"Pause","SOCIAL","allemagne",,"sophie martin"
CAMP_004373,"Facebook_Promo_Ete_4732","36865",27-09-2022,"en_cours","affiliation","FR",2020/05/18,"Jean Dupont"
CAMP_004374,"Email_Promo_Printemps_4733","TBD",2020/01/10,"Inactif","email","SUISSE",2021/09/03,"KARIM LEROUX"
CAMP_004375,"Affiliation_Brand_Q3_4734","non defini",05-09-2020,"En_Cours","Search","Etats-Unis",10-03-2022,"SOPHIE MARTIN"
CAMP_004376,"Email_Conversion_Q4_4735","TBD",07/16/2024,"aCTIF","Social Media","Etats-Unis",19.07.2022,"amira faure"
CAMP_004377,"Twitter_Soldes_Q2_4736","N/A",12.03.2020,"TERMINE","seo","",06/23/2024,"SOPHIE MARTIN"
CAMP_004378,"Email_Brand_Ete_4737","18924 $",12/17/2020,"Inactif","display","italie",2022/05/24,"n/a"
CAMP_004379,"Email_Fidelite_Printemps_4738","non defini",2024/02/18,"N/A","","",18.10.2020," jean dupont "
CAMP_004380,"Instagram_Soldes_Noel_4739","44932",,"INactif","N/A","fr",11-08-2024,"N/A"
CAMP_004381,"Instagram_Brand_Automne_4740","3910",2020-05-11,"En_Cours","SOCIAL","Royaume-Uni",07-07-2022,"Amira Faure"
CAMP_004382,"Facebook_Retargeting_Automne_4741","TBD",2021/05/12,"Terminé","","Fr",2021/10/18,"INCONNU"
CAMP_004383,"TikTok_Awareness_Q4_4742","16444",2021/03/21,"","VIDEO","GB",,"AMIRA FAURE"
CAMP_004055,"SEO_Soldes_Ete_4743","19060",2021/11/12,"draft","Social","US",2022/02/08,"Sophie Martin "
CAMP_004384,"Google_Conversion_Printemps_4744","16140 $",21-08-2023,"actif","DISPLAY","fr",sep 2022,"AMIRA FAURE"
CAMP_004385,"YouTube_Awareness_Q2_4745","9.188EUR",2021/11/13,"INactif","Affiliation","de",2023/10/11,""
CAMP_004386,"TikTok_Promo_Q3_4746","30160EUR",16-07-2023,"TERMINE","Social","Espagne",,"SOPHIE MARTIN"
CAMP_004387,"Facebook_Acquisition_Automne_4747","11493EUR",22-06-2022,"Inactif","Video","",sep 2022,""
CAMP_004388,"Google_Fidelite_Q4_4748","7113",04.09.2020,"PAUSE","Social","ESPAGNE",,"AMIRA FAURE"
CAMP_004389,"YouTube_Brand_Noel_4749","46245",2021/05/17,"inactif","Affiliation","Belgique",20.11.2024,"SOPHIE MARTIN"
CAMP_004390,"Twitter_Brand_BlackFriday_4750","48410",oct 2023,"Actif","display"," FR ",09.06.2023,"Inconnu"
CAMP_004391,"Google_Conversion_Q2_4751","19451",2024/11/01,"INactif","seo","US",10/17/2022,"INCONNU"
CAMP_004392,"Twitter_Fidelite_Q3_4752","12302",01.05.2022,"en_cours","Affiliation","FRANCE",2022/04/01,"INCONNU"
CAMP_004393,"Instagram_Soldes_Q3_4753","21478 $",2023/06/24,"INactif","Search","BE",06.07.2024,"KARIM LEROUX"
CAMP_004300,"Twitter_Conversion_Automne_4754","21760",16-02-2021,"aCTIF","email","Suisse",05-01-2022,""
CAMP_004394,"Affiliation_Retargeting_Automne_4755","6134",2023/10/28,"EN_COURS","Search","Fr",14.06.2022,"Inconnu"
CAMP_004395,"LinkedIn_Fidelite_Q1_4756","43305",2023/12/22,"N/A","SOCIAL","Italie",19-07-2020," jean dupont "
CAMP_004396,"Google_Soldes_Automne_4757","5985 EUR",07-08-2022,"terminé","display","Belgique",07.09.2022,"n/a"
CAMP_004397,"SEO_Awareness_Q1_4758","29470",,"ACTIF","social","BE",07-06-2021,"Sophie Martin"
CAMP_004398,"Twitter_Promo_Noel_4759","22312",2022/12/03,"pause","display","SUISSE",2023-02-07,"KARIM LEROUX"
CAMP_004399,"LinkedIn_Acquisition_BlackFriday_4760","2843",03/14/2021,"INactif","social_media"," FR ",2022/05/12,"n/a"
CAMP_004400,"Google_Brand_Noel_4761","36107",03.04.2021,"draft","VIDEO","italie",04/21/2024,"SOPHIE MARTIN"
CAMP_004401,"Facebook_Acquisition_Q4_4762","16781",2023/06/28,"INACTIF","Social Media","",21.06.2022,"AMIRA FAURE"
CAMP_004388,"Google_Retargeting_Printemps_4763","6376",21-10-2024,"draft","SEO","",13-10-2023,"Inconnu"
CAMP_003967,"Facebook_Conversion_Automne_4764","non defini",26-07-2023,"actif","EMAIL","",2023/09/20,"JEAN DUPONT"
CAMP_003936,"TikTok_Soldes_Automne_4765","2847 EUR",2021-12-14,"INactif","SEO","",2023/11/02,""
CAMP_004402,"Instagram_Acquisition_Printemps_4766","14276",09-04-2021,"aCTIF","EMAIL","",14-03-2020,"Karim Leroux"
CAMP_004403,"Google_Retargeting_Automne_4767","35948",10-09-2020,"Actif","N/A","Allemagne",06.09.2022,"AMIRA FAURE"
CAMP_004404,"Affiliation_Soldes_BlackFriday_4768","non defini",02/21/2022,"PAUSE","seo","BE",2022/12/28," Sophie Martin"
CAMP_004405,"Affiliation_Conversion_Q4_4769","11672",nov 2021,"EN_COURS","Search","allemagne",21-08-2021,"karim.leroux"
CAMP_004406,"LinkedIn_Fidelite_BlackFriday_4770","4088",2021/10/22,"PAUSE","social","BELGIQUE",,"KARIM LEROUX"
CAMP_004407,"LinkedIn_Conversion_Q1_4771","4261",20-01-2022,"en_cours","VIDEO","Allemagne",sep 2022,"JEAN DUPONT"
CAMP_004408,"LinkedIn_Retargeting_BlackFriday_4772","42727EUR",2024/11/09,"aCTIF","Affiliation","US",25-04-2023,""
CAMP_003998,"LinkedIn_Promo_Q4_4773","8.124EUR",01-04-2022,"DRAFT","social","",10-09-2021,"inconnu"
CAMP_004304,"Email_Acquisition_Q1_4774","49914",05.02.2022,"draft","social","CH",,"Amira Faure"
CAMP_004409,"TikTok_Retargeting_Q3_4775","TBD",09-02-2024,"INACTIF","EMAIL","Royaume-Uni",21.09.2022,""
CAMP_004410,"Facebook_Lancement_Noel_4776","48556",2021/04/04,"DRAFT","SOCIAL","BE",nov 2020,"sophie martin"
CAMP_004411,"Email_Brand_Q3_4777","42775 $",22-04-2021,"Pause","Display","UK",2020/09/14,"INCONNU"
CAMP_004412,"Email_Awareness_Q1_4778","N/A",2024-12-03,"","Search","BE",05/15/2022,"N/A"
CAMP_004041,"Facebook_Lancement_BlackFriday_4779","4.768EUR",2021/06/11,"inactif","","",11/23/2024,"JEAN DUPONT"
CAMP_004413,"LinkedIn_Lancement_Hiver_4780","36677EUR",2020/04/20,"","","US",28.12.2021,"INCONNU"
CAMP_004414,"Affiliation_Brand_Q3_4781","17924EUR",15.07.2021,"pause","search","france",22.09.2020,"amira faure"
CAMP_004415,"Facebook_Acquisition_Q1_4782","33314",05-12-2020,"draft","social","Espagne",05.09.2022,"amira faure"
CAMP_004416,"Affiliation_Retargeting_Printemps_4783","non defini",2024-03-10,"pause","Video","Belgique",,"Jean Dupont"
CAMP_004417,"Affiliation_Retargeting_Q3_4784","11702",nov 2020,"Pause","SEARCH","ES",jan 2023,"N/A"
CAMP_004418,"SEO_Conversion_Q2_4785","30200",2021/06/07,"Draft","Video","Fr",," Sophie Martin"
CAMP_004419,"YouTube_Fidelite_Automne_4786","396",02-02-2021,"inactif","seo","",2024/09/13,"Jean Dupont"
CAMP_004420,"TikTok_Conversion_Q4_4787","12681",27-06-2020,"Draft","Social","",2023/11/02,"SOPHIE MARTIN"
CAMP_004421,"LinkedIn_Acquisition_Noel_4788","23856",oct 2020,"Inactif","Search","fr",jul 2021,"INCONNU"
CAMP_004422,"LinkedIn_Promo_Q4_4789","7013",12-09-2023,"DRAFT","Mail","DE",10/15/2023,"Sophie Martin"
CAMP_004423,"Twitter_Retargeting_Q2_4790","6978EUR",20.12.2023,"en_cours","Search","",2024/09/06,"Jean Dupont"
CAMP_004424,"YouTube_Brand_Automne_4791","14745 $",19.09.2021,"Terminé","SOCIAL","france",2020/02/26,"KARIM LEROUX"
CAMP_004425,"TikTok_Brand_Q1_4792","non defini",05.03.2022,"inactif","display","US",2020/02/19,"Amira Faure"
CAMP_004426,"Email_Awareness_BlackFriday_4793","7171",09-07-2024,"Draft","Video","Espagne",2024/11/28,"N/A"
CAMP_004427,"Affiliation_Lancement_Automne_4794","7.383EUR",04.02.2024,"ACTIF","Email","allemagne",2021/09/08,""
CAMP_004428,"Affiliation_Lancement_Automne_4795","37023 $",,"En_Cours","VIDEO","UK",22-05-2024,"n/a"
CAMP_004429,"Instagram_Conversion_Q2_4796","15862",10.07.2024,"EN_COURS","seo","",,"SOPHIE MARTIN"
CAMP_004430,"YouTube_Retargeting_Q3_4797","non defini",mar 2023,"En_Cours","affiliation","Italie",2024/12/24,"Karim Leroux"
CAMP_004431,"YouTube_Brand_Ete_4798","34862",,"ACTIF","","USA",01-03-2023,"Karim Leroux"
CAMP_004432,"TikTok_Conversion_Automne_4799","16745EUR",,"En_Cours","Affiliation","",2021/12/23,""
CAMP_004433,"Affiliation_Soldes_Ete_4800","8270",18-03-2022,"DRAFT","Social","",06-05-2022,"karim.leroux"
CAMP_004021,"Email_Soldes_Q4_4801","37419 EUR",2024/08/20,"En cours","SEO","Espagne",22-03-2023,""
CAMP_004434,"Google_Acquisition_Printemps_4802","48443",fev 2021,"PAUSE","search","ES",,"AMIRA FAURE"
CAMP_004435,"Twitter_Lancement_Ete_4803","36702",09/12/2024,"ACTIF","seo","Royaume-Uni",2021/06/09,"inconnu"
CAMP_004436,"Instagram_Soldes_Noel_4804","46627",2021/12/03,"PAUSE","Affiliation","fr",mar 2020,"Amira Faure"
CAMP_004437,"Twitter_Acquisition_Q1_4805","243 EUR",09-05-2022,"TERMINE","seo","fr",28-12-2024,""
CAMP_004438,"LinkedIn_Promo_Hiver_4806","TBD",01-02-2022,"TERMINE","","FR",2023-11-13,"N/A"
CAMP_004439,"Instagram_Acquisition_BlackFriday_4807","2323",aou 2021,"Actif","display","GB",2021/07/16,"INCONNU"
CAMP_004440,"Facebook_Retargeting_Q3_4808","11904",13.03.2022,"EN_COURS","","Italie",07/23/2021,"Karim Leroux"
CAMP_004334,"Instagram_Soldes_BlackFriday_4809","39743",2023-04-06,"draft","SOCIAL","Fr",2021/11/11,"Sophie Martin"
CAMP_004441,"Affiliation_Promo_Q1_4810","non defini",2023/04/19,"pause","Affiliation","DE",2023/10/20,"n/a"
CAMP_004442,"Instagram_Awareness_Q1_4811","17634 EUR",2020/11/03,"en_cours","DISPLAY","Suisse",2023/02/20,"KARIM LEROUX"
CAMP_004443,"Instagram_Soldes_Hiver_4812","11650",2021/02/05,"TERMINE","SOCIAL","",mai 2024,"N/A"
CAMP_004444,"Email_Retargeting_Printemps_4813","30152 $",06/01/2020,"pause","mail","Italie",2020/08/20,"INCONNU"
CAMP_004445,"SEO_Conversion_Ete_4814","11583",2023-01-01,"Terminé","Search","Etats-Unis",11/10/2024,"Sophie Martin"
CAMP_004446,"Google_Promo_Printemps_4815","23450 $",,"Pause","video","Italie",26-05-2022,"n/a"
CAMP_004447,"YouTube_Awareness_Q1_4816","49391",07-02-2020,"DRAFT","mail","CH",20-04-2022,"inconnu"
CAMP_004448,"SEO_Soldes_Q4_4817","5191",10-07-2024,"PAUSE","Video","Etats-Unis",10/02/2022,"inconnu"
CAMP_004449,"Facebook_Retargeting_Hiver_4818","30695",2024/03/28,"DRAFT","Affiliation","",2020/03/16,""
CAMP_004267,"Facebook_Promo_Q4_4819","25431",2021/01/14,"Actif","Display","US",05/06/2023,"n/a"
CAMP_004450,"Instagram_Awareness_Q4_4820","23741",2021/10/10,"Draft","Display","US",2020-07-02,"KARIM LEROUX"
CAMP_004098,"YouTube_Soldes_Q4_4821","24852",25-11-2021,"pause","EMAIL","Italie",2024/02/18,"inconnu"
CAMP_004324,"Email_Awareness_Printemps_4822","11516",fev 2020,"TERMINE","EMAIL","Fr",2021/02/25,"Amira Faure"
CAMP_004451,"YouTube_Brand_Ete_4823","non defini",2020/04/18,"pause","social_media","ES",2024/04/08,"AMIRA FAURE"
CAMP_004452,"TikTok_Retargeting_Q3_4824","34447",2022-04-23,"actif","social","UK",2021-04-28,"SOPHIE MARTIN"
CAMP_004453,"YouTube_Retargeting_Automne_4825","19183",2022/11/24,"En_Cours","N/A","fr",10/16/2021,"KARIM LEROUX"
CAMP_004454,"Google_Lancement_Noel_4826","39287EUR",2021/12/13,"pause","DISPLAY","Espagne",04-11-2021,""
CAMP_004455,"Instagram_Conversion_Hiver_4827","31279",2022/11/24,"ACTIF","Affiliation","",2020/04/16,"AMIRA FAURE"
CAMP_004456,"Instagram_Retargeting_Q4_4828","15950",2023/02/15,"INACTIF","display","fr",13.12.2022,"karim.leroux"
CAMP_004457,"Facebook_Awareness_Q3_4829","6325",2020-03-08,"termine","SOCIAL","ES",2024/05/28,"JEAN DUPONT"
CAMP_004458,"Instagram_Awareness_Q3_4830","11363",10/06/2024,"","seo","Belgique",08/12/2024,"Karim Leroux"
CAMP_004459,"TikTok_Awareness_Q4_4831","TBD",,"termine","EMAIL","BELGIQUE",,"JEAN DUPONT"
CAMP_004460,"Google_Acquisition_Ete_4832","N/A",15-04-2021,"inactif","EMAIL","US",2024/10/01," Sophie Martin"
CAMP_004313,"Facebook_Promo_BlackFriday_4833","30905 $",2022/05/16,"EN_COURS","Video","italie",11-01-2022,""
CAMP_004461,"YouTube_Retargeting_Q4_4834","47763",08-02-2020,"termine","SOCIAL","Italie",10/18/2021,"Inconnu"
CAMP_004462,"SEO_Acquisition_Ete_4835","23183",23-03-2020,"en_cours","Affiliation","belgique",14-07-2021,"SOPHIE MARTIN"
CAMP_004463,"Google_Promo_Q3_4836","16116",08/12/2024,"termine","search","Italie",03-09-2021,""
